ogc_fid,fid,ogc_fid1,ogc_fid0,edname,small_area
2933,3023,16107.0,16107.0,Clondalkin Village,267053005
2934,3024,16108.0,16108.0,Clondalkin Village,267053016
2935,3025,16109.0,16109.0,Clondalkin Village,267053007
2936,3026,16111.0,16111.0,Stillorgan-Merville,267127009
2937,3027,16112.0,16112.0,Stillorgan-Merville,267127003/02
2938,3028,16113.0,16113.0,Stillorgan-Leopardstown,267126010
2939,3029,16114.0,16114.0,Blackrock-Carysfort,267020016/02
2940,3030,16115.0,16115.0,Stillorgan-Leopardstown,267126011
2941,3031,16116.0,16116.0,Blackrock-Templehill,267025006
2942,3032,16117.0,16117.0,Dún Laoghaire-Monkstown Farm,267070006
2943,3033,16118.0,16118.0,Dún Laoghaire-Monkstown Farm,267070008
2944,3034,16119.0,16119.0,Dún Laoghaire-Mount Town,267071003
2945,3035,16120.0,16120.0,Clondalkin-Dunawley,267049018
2946,3036,16121.0,16121.0,Blackrock-Booterstown,267019006
2947,3037,16122.0,16122.0,Blackrock-Williamstown,267026006
2948,3038,16123.0,16123.0,Blackrock-Booterstown,267019003
2949,3039,16124.0,16124.0,Tallaght-Springfield,267147022
2950,3040,16125.0,16125.0,Tallaght-Fettercairn,267138021
2951,3041,16129.0,16129.0,Blackrock-Seapoint,267018001
2952,3042,16130.0,16130.0,Blackrock-Seapoint,267018003
2953,3043,16131.0,16131.0,Blackrock-Monkstown,267017009
2954,3044,16132.0,16132.0,Rathmines East D,268131002
2955,3045,16133.0,16133.0,Clondalkin-Dunawley,267049017
2956,3046,16134.0,16134.0,Clondalkin-Dunawley,267049030
2957,3047,16135.0,16135.0,Clondalkin-Dunawley,267049035
2958,3048,16136.0,16136.0,Tallaght-Springfield,267147021
2959,3049,16137.0,16137.0,Tallaght-Fettercairn,267138023
2960,3050,16138.0,16138.0,Tallaght-Fettercairn,267138022
2961,3051,16139.0,16139.0,Clondalkin-Dunawley,267049024
2962,3052,16140.0,16140.0,Clondalkin-Dunawley,267049006
2963,3053,16141.0,16141.0,Arran Quay B,268002004
2964,3054,16142.0,16142.0,Arran Quay E,268005017
2965,3055,16143.0,16143.0,Cabra East B,268031013
2966,3056,16144.0,16144.0,Lucan-Esker,267100008
2967,3057,16145.0,16145.0,Lucan-St. Helen's,267103016/01
2968,3058,16146.0,16146.0,Lucan-Esker,267100004
2969,3059,16147.0,16147.0,Lucan-Esker,267100024
2970,3060,16148.0,16148.0,Tallaght-Springfield,267147026
2971,3061,16149.0,16149.0,Clondalkin Village,267053022
2972,3062,16155.0,16155.0,Blanchardstown-Blakestown,267028014
2973,3063,16156.0,16156.0,Blanchardstown-Coolmine,267029001
2974,3064,16157.0,16157.0,Blanchardstown-Coolmine,267029015
2975,3065,16163.0,16163.0,Blackrock-Stradbrook,267024004
2976,3066,16164.0,16164.0,Blackrock-Stradbrook,267024003
2977,3067,16169.0,16169.0,Pembroke East B,268111004
2978,3068,16170.0,16170.0,Blanchardstown-Blakestown,267028049
2979,3069,16171.0,16171.0,Finglas South A,268066008
2980,3070,16172.0,16172.0,Finglas South A,268066006
2981,3071,16173.0,16173.0,Finglas South A,268066004
2982,3072,16174.0,16174.0,Finglas South A,268066003
2983,3073,16175.0,16175.0,Ballymun D,268018001
2984,3074,16176.0,16176.0,Blackrock-Carysfort,267020016/01
2985,3075,16177.0,16177.0,Blackrock-Carysfort,267020013
2986,3076,16178.0,16178.0,Stillorgan-Priory,267129003
2987,3077,16179.0,16179.0,Blackrock-Carysfort,267020009
2988,3078,16180.0,16180.0,Blackrock-Monkstown,267017007
2989,3079,16183.0,16183.0,Pembroke East C,268112017
2990,3080,16184.0,16184.0,Pembroke East B,268111014
2991,3081,16185.0,16185.0,Pembroke East B,268111013
2992,3082,16186.0,16186.0,Dubber,267066014
2993,3083,16187.0,16187.0,Botanic C,268029008
2994,3084,16188.0,16188.0,Botanic C,268029007
2995,3085,16189.0,16189.0,Botanic B,268028009
2996,3086,16190.0,16190.0,Rathmines West B,268133018
2997,3087,16191.0,16191.0,Rathmines West B,268133010
2998,3088,16192.0,16192.0,St. Kevin's,268142002
2999,3089,16193.0,16193.0,St. Kevin's,268142020
3000,3090,16194.0,16194.0,Rathmines East A,268128020
3001,3091,16197.0,16197.0,Bohernabreena,267035013
3002,3092,16198.0,16198.0,Bohernabreena,267035008
3003,3093,16202.0,16202.0,Botanic B,268028005
3004,3094,16203.0,16203.0,Blanchardstown-Delwood,267031002
3005,3095,16204.0,16204.0,Blanchardstown-Blakestown,267028004/03
3006,3096,16205.0,16205.0,Blanchardstown-Blakestown,267028114
3007,3097,16209.0,16209.0,Firhouse Village,267084003
3008,3098,16210.0,16210.0,Firhouse Village,267084026
3009,3099,16214.0,16214.0,Firhouse Village,267084005
3010,3100,16215.0,16215.0,Firhouse Village,267084006
3011,3101,16216.0,16216.0,Blanchardstown-Blakestown,267028113
3012,3102,16217.0,16217.0,Blanchardstown-Blakestown,267028103
3013,3103,16218.0,16218.0,Cabra East C,268032012
3014,3104,16219.0,16219.0,Arran Quay E,268005011
3015,3105,16220.0,16220.0,Arran Quay E,268005012
3016,3106,16226.0,16226.0,Blackrock-Monkstown,267017006
3017,3107,16230.0,16230.0,Blackrock-Booterstown,267019002
3018,3108,16231.0,16231.0,Blackrock-Williamstown,267026009
3019,3109,16232.0,16232.0,Blackrock-Monkstown,267017004
3020,3110,16233.0,16233.0,Tallaght-Kiltipper,267143019
3021,3111,16234.0,16234.0,Blackrock-Carysfort,267020010
3022,3112,16235.0,16235.0,Foxrock-Deans Grange,267089007
3023,3113,16236.0,16236.0,Cabinteely-Pottery,267039009
3024,3114,16237.0,16237.0,Blackrock-Carysfort,267020006
3025,3115,16238.0,16238.0,Blackrock-Williamstown,267026001
3026,3116,16239.0,16239.0,Blackrock-Williamstown,267026003
3027,3117,16240.0,16240.0,Tallaght-Jobstown,267140017
3028,3118,16241.0,16241.0,Blackrock-Templehill,267025001
3029,3119,16242.0,16242.0,Blackrock-Monkstown,267017001
3030,3120,16243.0,16243.0,Tallaght-Kiltipper,267143001/02
3031,3121,16244.0,16244.0,Tallaght-Kiltipper,267143007
3032,3122,16245.0,16245.0,Tallaght-Kiltipper,267143024
3033,3123,16246.0,16246.0,Tallaght-Kiltipper,267143005
3034,3124,16247.0,16247.0,Tallaght-Fettercairn,267138006
3035,3125,16248.0,16248.0,Dún Laoghaire-Salthill,267075004
3036,3126,16249.0,16249.0,Dún Laoghaire-West Central,267077005
3037,3127,16250.0,16250.0,Dún Laoghaire-West Central,267077003
3038,3128,16251.0,16251.0,Dún Laoghaire-East Central,267067008
3039,3129,16252.0,16252.0,Dún Laoghaire-Glenageary,267069006
3040,3130,16253.0,16253.0,Ballinascorney,267006003
3041,3131,16254.0,16254.0,Tallaght-Killinardan,267141005
3042,3132,16255.0,16255.0,Tallaght-Killinardan,267141006
3043,3133,16256.0,16256.0,Saggart,267119006/01
3044,3134,16257.0,16257.0,Firhouse Village,267084022
3045,3135,16258.0,16258.0,Tallaght-Kiltipper,267143018
3046,3136,16259.0,16259.0,Tallaght-Kiltipper,267143009
3047,3137,16260.0,16260.0,Saggart,267119011
3048,3138,16261.0,16261.0,Tallaght-Springfield,267147028
3049,3139,16262.0,16262.0,Tallaght-Springfield,267147002
3050,3140,16263.0,16263.0,Tallaght-Fettercairn,267138016
3051,3141,16264.0,16264.0,Tallaght-Fettercairn,267138008
3052,3142,16265.0,16265.0,Clondalkin Village,267053020
3053,3143,16266.0,16266.0,Clondalkin Village,267053025
3054,3144,16267.0,16267.0,Tallaght-Kiltipper,267143002
3055,3145,16268.0,16268.0,Tallaght-Kiltipper,267143004
3056,3146,16269.0,16269.0,Tallaght-Kiltipper,267143026
3057,3147,16270.0,16270.0,Tallaght-Kiltipper,267143012
3058,3148,16271.0,16271.0,Tallaght-Kiltipper,267143011
3059,3149,16272.0,16272.0,Tallaght-Kiltipper,267143022
3060,3150,16273.0,16273.0,Tallaght-Kiltipper,267143023
3061,3151,16274.0,16274.0,Bohernabreena,267035010
3062,3152,16275.0,16275.0,Firhouse Village,267084009
3063,3153,16276.0,16276.0,Tallaght-Jobstown,267140040
3064,3154,16277.0,16277.0,Tallaght-Jobstown,267140043
3065,3155,16278.0,16278.0,Tallaght-Jobstown,267140037
3066,3156,16279.0,16279.0,Tallaght-Springfield,267147027
3067,3157,16280.0,16280.0,Tallaght-Springfield,267147014
3068,3158,16281.0,16281.0,Tallaght-Fettercairn,267138004
3069,3159,16282.0,16282.0,Clondalkin Village,267053015
3070,3160,16283.0,16283.0,Clonskeagh-Windy Arbour,267059001
3071,3161,16284.0,16284.0,Clonskeagh-Windy Arbour,267059008
3072,3162,16285.0,16285.0,Clonskeagh-Milltown,267055001
3073,3163,16286.0,16286.0,Clonskeagh-Farranboley,267057006
3074,3164,16287.0,16287.0,Clonskeagh-Windy Arbour,267059010
3075,3165,16299.0,16299.0,Rathmines West B,268133016
3076,3166,16300.0,16300.0,Rathmines West B,268133012
3077,3167,16301.0,16301.0,Rathmines West B,268133005
3078,3168,16302.0,16302.0,Rathmines West B,268133015
3079,3169,16303.0,16303.0,Tallaght-Jobstown,267140035
3080,3170,16304.0,16304.0,Blackrock-Carysfort,267020002
3081,3171,16305.0,16305.0,Blackrock-Carysfort,267020001
3082,3172,16306.0,16306.0,Dún Laoghaire-Monkstown Farm,267070002
3083,3173,16307.0,16307.0,Dún Laoghaire-Monkstown Farm,267070005
3084,3174,16308.0,16308.0,Blackrock-Booterstown,267019008
3085,3175,16309.0,16309.0,Blackrock-Central,267021012
3086,3176,16310.0,16310.0,Blackrock-Central,267021003
3087,3177,16311.0,16311.0,Blackrock-Central,267021009
3088,3178,16312.0,16312.0,Blackrock-Central,267021008
3089,3179,16313.0,16313.0,Rathmines East D,268131009
3090,3180,16314.0,16314.0,Rathmines West B,268133008
3091,3181,16315.0,16315.0,Rathmines West B,268133006
3092,3182,16316.0,16316.0,Rathmines West B,268133013
3093,3183,16317.0,16317.0,Rathmines West B,268133011
3094,3184,16321.0,16321.0,Blackrock-Booterstown,267019001
3095,3185,16322.0,16322.0,Dún Laoghaire-Sallynoggin South,267073002
3096,3186,16323.0,16323.0,Dún Laoghaire-Sallynoggin East,267072003
3097,3187,16324.0,16324.0,Dún Laoghaire-Sallynoggin West,267074003
3098,3188,16325.0,16325.0,Dún Laoghaire-Sallynoggin West,267074002/01
3099,3189,16326.0,16326.0,Rathmines East C,268130009
3100,3190,16327.0,16327.0,Pembroke West A,268115007
3101,3191,16328.0,16328.0,Pembroke West A,268115006
3102,3192,16329.0,16329.0,Pembroke West A,268115008
3103,3193,16330.0,16330.0,Pembroke West A,268115002
3104,3194,16331.0,16331.0,Pembroke West A,268115015
3105,3195,16332.0,16332.0,Pembroke West A,268115021
3106,3196,16333.0,16333.0,Rathmines East B,268129004
3107,3197,16334.0,16334.0,Rathmines East B,268129010
3108,3198,16335.0,16335.0,Rathmines East B,268129005
3109,3199,16336.0,16336.0,Rathmines East B,268129018
3110,3200,16337.0,16337.0,Pembroke East C,268112005
3111,3201,16338.0,16338.0,Pembroke East C,268112006
3112,3202,16339.0,16339.0,Pembroke East C,268112007
3113,3203,16340.0,16340.0,Rathmines East A,268128019
3114,3204,16341.0,16341.0,Rathmines West B,268133004
3115,3205,16342.0,16342.0,Crumlin E,268055007
3116,3206,16343.0,16343.0,Crumlin E,268055006
3117,3207,16344.0,16344.0,Crumlin A,268051008
3118,3208,16345.0,16345.0,Kilmainham C,268085002
3119,3209,16346.0,16346.0,Kilmainham C,268085012
3120,3210,16347.0,16347.0,Pembroke East B,268111003
3121,3211,16349.0,16349.0,Kilmainham C,268085007
3122,3212,16350.0,16350.0,Ushers E,268152001
3123,3213,16351.0,16351.0,Dundrum-Balally,267078011/03
3124,3214,16352.0,16352.0,Dundrum-Balally,267078011/02
3125,3215,16353.0,16353.0,Dundrum-Balally,267078013/02
3126,3216,16354.0,16354.0,Churchtown-Landscape,267043002
3127,3217,16355.0,16355.0,Churchtown-Orwell,267045005
3128,3218,16356.0,16356.0,Dundrum-Sweetmount,267081002
3129,3219,16357.0,16357.0,Churchtown-Landscape,267043001
3130,3220,16358.0,16358.0,Churchtown-Landscape,267043006
3131,3221,16359.0,16359.0,Blackrock-Monkstown,267017002
3132,3222,16360.0,16360.0,Dundrum-Kilmacud,267079013
3133,3223,16361.0,16361.0,Stillorgan-Kilmacud,267125002
3134,3224,16362.0,16362.0,Stillorgan-Kilmacud,267125006
3135,3225,16363.0,16363.0,Clonskeagh-Farranboley,267057005
3136,3226,16364.0,16364.0,Ushers F,268153010
3137,3227,16365.0,16365.0,Terenure B,268145006
3138,3228,16366.0,16366.0,Kimmage D,268093009
3139,3229,16367.0,16367.0,Kimmage D,268093008
3140,3230,16368.0,16368.0,Rathmines West E,268136016
3141,3231,16369.0,16369.0,Killiney South,267097008
3142,3232,16370.0,16370.0,Ushers E,268152004
3143,3233,16371.0,16371.0,Ushers D,268151001
3144,3234,16372.0,16372.0,Ushers D,268151007
3145,3235,16373.0,16373.0,Ushers D,268151006
3146,3236,16374.0,16374.0,Ushers E,268152009
3147,3237,16375.0,16375.0,Clondalkin-Dunawley,267049027
3148,3238,16376.0,16376.0,Clondalkin-Dunawley,267049002
3149,3239,16377.0,16377.0,Clondalkin-Dunawley,267049004
3150,3240,16378.0,16378.0,Rathmines West C,268134010
3151,3241,16379.0,16379.0,Rathmines East B,268129007
3152,3242,16380.0,16380.0,Rathmines West C,268134002
3153,3243,16381.0,16381.0,Rathmines East D,268131010
3154,3244,16382.0,16382.0,Rathmines West D,268135009
3155,3245,16383.0,16383.0,Rathmines East C,268130004
3156,3246,16384.0,16384.0,Clonskeagh-Milltown,267055006
3157,3247,16385.0,16385.0,Rathmines East B,268129020
3158,3248,16386.0,16386.0,Rathmines East B,268129027
3159,3249,16387.0,16387.0,Kimmage C,268092011
3160,3250,16388.0,16388.0,Rathmines West A,268132007
3161,3251,16389.0,16389.0,Rathmines West A,268132009
3162,3252,16390.0,16390.0,Rathmines West A,268132006
3163,3253,16391.0,16391.0,Rathmines West A,268132001
3164,3254,16392.0,16392.0,Rathmines West D,268135016
3165,3255,16395.0,16395.0,Dundrum-Balally,267078014
3166,3256,16396.0,16396.0,Dundrum-Balally,267078005
3167,3257,16397.0,16397.0,Rathmines West C,268134001
3168,3258,16398.0,16398.0,Rathmines East C,268130008
3169,3259,16399.0,16399.0,Rathmines West C,268134013
3170,3260,16400.0,16400.0,Rathmines West B,268133014
3171,3261,16401.0,16401.0,Rathmines East C,268130007
3172,3262,16402.0,16402.0,Rathmines East C,268130003
3173,3263,16403.0,16403.0,Rathmines East A,268128007
3174,3264,16404.0,16404.0,Rathmines East D,268131008
3175,3265,16405.0,16405.0,Rathmines East D,268131004
3176,3266,16406.0,16406.0,Rathmines East D,268131003
3177,3267,16407.0,16407.0,Rathmines East D,268131006
3178,3268,16408.0,16408.0,Rathmines East A,268128016
3179,3269,16409.0,16409.0,Rathmines East A,268128009
3180,3270,16410.0,16410.0,Rathmines East A,268128012/02
3181,3271,16411.0,16411.0,Pembroke West B,268116002
3182,3272,16412.0,16412.0,Dundrum-Sandyford,267080028
3183,3273,16413.0,16413.0,Dundrum-Balally,267078015
3184,3274,16414.0,16414.0,Dundrum-Balally,267078020
3185,3275,16415.0,16415.0,Pembroke East A,268110003
3186,3276,16416.0,16416.0,Pembroke East A,268110019
3187,3277,16417.0,16417.0,Kilmainham C,268085001/03
3188,3278,16418.0,16418.0,Kilmainham C,268085011
3189,3279,16419.0,16419.0,Crumlin A,268051010
3190,3280,16420.0,16420.0,Clonskeagh-Farranboley,267057004
3191,3281,16421.0,16421.0,Rathmines East D,268131007
3192,3282,16422.0,16422.0,Ushers E,268152010
3193,3283,16423.0,16423.0,Ushers E,268152005
3194,3284,16424.0,16424.0,Ushers E,268152003
3195,3285,16425.0,16425.0,St. Kevin's,268142010
3196,3286,16426.0,16426.0,Dundrum-Taney,267082010
3197,3287,16427.0,16427.0,Clonskeagh-Windy Arbour,267059006
3198,3288,16428.0,16428.0,Dundrum-Taney,267082003
3199,3289,16429.0,16429.0,Rathmines East B,268129011
3200,3290,16430.0,16430.0,Pembroke East A,268110001
3201,3291,16431.0,16431.0,Pembroke East A,268110018
3202,3292,16432.0,16432.0,South Dock,268143028
3203,3293,16433.0,16433.0,Pembroke East A,268110009
3204,3294,16434.0,16434.0,Pembroke East A,268110012
3205,3295,16436.0,16436.0,Clonskeagh-Farranboley,267057003
3206,3296,16437.0,16437.0,Clonskeagh-Windy Arbour,267059007
3207,3297,16438.0,16438.0,Kimmage E,268094005
3208,3298,16439.0,16439.0,Kimmage E,268094008
3209,3299,16440.0,16440.0,Rathmines East A,268128013
3210,3300,16441.0,16441.0,Merchants Quay D,268101004
3211,3301,16442.0,16442.0,Wood Quay B,268162001
3212,3302,16443.0,16443.0,Rathmines West D,268135010
3213,3303,16444.0,16444.0,Rathmines West D,268135008
3214,3304,16445.0,16445.0,Rathmines West D,268135003
3215,3305,16446.0,16446.0,Ushers D,268151002
3216,3306,16447.0,16447.0,Merchants Quay D,268101009
3217,3307,16448.0,16448.0,Merchants Quay D,268101007
3218,3308,16449.0,16449.0,Merchants Quay C,268100016
3219,3309,16451.0,16451.0,Firhouse Village,267084007
3220,3310,16452.0,16452.0,Rathmines East B,268129022
3221,3311,16453.0,16453.0,Rathmines East A,268128014
3222,3312,16454.0,16454.0,Pembroke West C,268117021
3223,3313,16455.0,16455.0,Pembroke West C,268117017
3224,3314,16456.0,16456.0,Pembroke West B,268116010
3225,3315,16457.0,16457.0,Pembroke West C,268117010
3226,3316,16458.0,16458.0,Rathmines West F,268137004
3227,3317,16459.0,16459.0,Rathmines West F,268137007
3228,3318,16460.0,16460.0,Rathmines East A,268128002
3229,3319,16461.0,16461.0,Pembroke West C,268117004
3230,3320,16462.0,16462.0,Pembroke West C,268117001
3231,3321,16463.0,16463.0,Rathmines East A,268128015
3232,3322,16464.0,16464.0,Rathmines East A,268128023
3233,3323,16465.0,16465.0,Rathmines East D,268131005
3234,3324,16466.0,16466.0,Rathmines East A,268128003
3235,3325,16467.0,16467.0,Rathmines East A,268128017
3236,3326,16468.0,16468.0,Rathmines East A,268128018
3237,3327,16469.0,16469.0,Firhouse Village,267084010
3238,3328,16470.0,16470.0,Tallaght-Fettercairn,267138005
3239,3329,16471.0,16471.0,Churchtown-Castle,267042005
3240,3330,16472.0,16472.0,Churchtown-Castle,267042006
3241,3331,16473.0,16473.0,Blackrock-Glenomena,267022003
3242,3332,16474.0,16474.0,Pembroke East E,268114007
3243,3333,16475.0,16475.0,Pembroke East D,268113015
3244,3334,16476.0,16476.0,Pembroke East D,268113012
3245,3335,16477.0,16477.0,Pembroke East D,268113013
3246,3336,16478.0,16478.0,Royal Exchange B,268141005
3247,3337,16479.0,16479.0,Royal Exchange B,268141004
3248,3338,16480.0,16480.0,Mansion House A,268096006
3249,3339,16481.0,16481.0,Pembroke East C,268112001
3250,3340,16482.0,16482.0,Pembroke East E,268114016
3251,3341,16483.0,16483.0,Pembroke West A,268115017
3252,3342,16484.0,16484.0,Pembroke West A,268115016
3253,3343,16485.0,16485.0,South Dock,268143015
3254,3344,16486.0,16486.0,South Dock,268143013
3255,3345,16487.0,16487.0,South Dock,268143007
3256,3346,16488.0,16488.0,Mansion House A,268096014
3257,3347,16489.0,16489.0,Mansion House A,268096009
3258,3348,16490.0,16490.0,Rathmines West A,268132022
3259,3349,16491.0,16491.0,Rathmines West A,268132023
3260,3350,16492.0,16492.0,Rathmines West A,268132021
3261,3351,16493.0,16493.0,Rathmines West A,268132025
3262,3352,16494.0,16494.0,Rathmines West A,268132026
3263,3353,16495.0,16495.0,Crumlin A,268051011
3264,3354,16496.0,16496.0,Crumlin A,268051009
3265,3355,16497.0,16497.0,Kilmainham C,268085008/02
3266,3356,16498.0,16498.0,Kilmainham C,268085018
3267,3357,16499.0,16499.0,Pembroke East E,268114017
3268,3358,16500.0,16500.0,Ballinteer-Ludford,267009003
3269,3359,16501.0,16501.0,Merchants Quay C,268100015
3270,3360,16502.0,16502.0,Ballinteer-Woodpark,267007015
3271,3361,16503.0,16503.0,Clonskeagh-Milltown,267055004
3272,3362,16504.0,16504.0,Clonskeagh-Milltown,267055007
3273,3363,16505.0,16505.0,Ballinteer-Ludford,267009001
3274,3364,16506.0,16506.0,Dundrum-Sandyford,267080009
3275,3365,16507.0,16507.0,Ballinteer-Ludford,267009007
3276,3366,16508.0,16508.0,Dundrum-Taney,267082009
3277,3367,16509.0,16509.0,Clonskeagh-Roebuck,267058009/01
3278,3368,16510.0,16510.0,Clonskeagh-Roebuck,267058008
3279,3369,16511.0,16511.0,Churchtown-Nutgrove,267044005
3280,3370,16512.0,16512.0,Churchtown-Nutgrove,267044008
3281,3371,16513.0,16513.0,Royal Exchange B,268141001
3282,3372,16514.0,16514.0,Kimmage E,268094009
3283,3373,16515.0,16515.0,Kimmage B,268091007
3284,3374,16516.0,16516.0,Kimmage D,268093007
3285,3375,16517.0,16517.0,Walkinstown B,268155006
3286,3376,16518.0,16518.0,Kimmage B,268091003
3287,3377,16519.0,16519.0,Kimmage B,268091006
3288,3378,16520.0,16520.0,Ballinteer-Woodpark,267007021
3289,3379,16521.0,16521.0,Dundrum-Sandyford,267080006
3290,3380,16522.0,16522.0,Dundrum-Sandyford,267080004
3291,3381,16523.0,16523.0,Rathmines West D,268135004
3292,3382,16524.0,16524.0,Rathmines West D,268135013
3293,3383,16525.0,16525.0,Wood Quay B,268162005
3294,3384,16526.0,16526.0,St. Kevin's,268142004
3295,3385,16527.0,16527.0,Ballinteer-Woodpark,267007019
3296,3386,16528.0,16528.0,Ballinteer-Woodpark,267007002
3297,3387,16529.0,16529.0,Rathmines East A,268128021
3298,3388,16530.0,16530.0,Pembroke West C,268117020
3299,3389,16531.0,16531.0,Rathmines East A,268128001
3300,3390,16532.0,16532.0,Pembroke West C,268117015
3301,3391,16533.0,16533.0,Pembroke West C,268117019
3302,3392,16534.0,16534.0,Dún Laoghaire-Sallynoggin West,267074005
3303,3393,16535.0,16535.0,South Dock,268143008
3304,3394,16536.0,16536.0,Pembroke West C,268117023
3305,3395,16537.0,16537.0,Pembroke West C,268117008
3306,3396,16538.0,16538.0,South Dock,268143002
3307,3397,16539.0,16539.0,Pembroke East A,268110004
3308,3398,16540.0,16540.0,Pembroke East A,268110014
3309,3399,16541.0,16541.0,Pembroke East A,268110013
3311,3401,16542.0,16542.0,Rathmines West D,268135011
3312,3402,16543.0,16543.0,Kimmage C,268092004
3313,3403,16544.0,16544.0,Terenure A,268144011
3314,3404,16545.0,16545.0,South Dock,268143006
3315,3405,16546.0,16546.0,St. Kevin's,268142008
3316,3406,16547.0,16547.0,Pembroke East C,268112018
3317,3407,16548.0,16548.0,Dún Laoghaire-Mount Town,267071004
