ogc_fid,fid,ogc_fid1,ogc_fid0,edname,small_area
2453,2539,14828.0,14828.0,Swords-Glasmore,267131003
2454,2540,14829.0,14829.0,Grange D,268074004
2455,2541,14830.0,14830.0,Swords Village,267135011
2456,2542,14831.0,14831.0,Swords-Lissenhall,267133009
2457,2543,14832.0,14832.0,Swords-Lissenhall,267133029
2458,2544,14835.0,14835.0,Raheny-Greendale,268125003
2459,2545,14836.0,14836.0,Grange E,268075004
2460,2546,14837.0,14837.0,Grange E,268075005
2461,2547,14838.0,14838.0,Grange D,268074012
2462,2548,14839.0,14839.0,Baldoyle,267004005
2463,2549,14840.0,14840.0,Grange D,268074011
2464,2550,14841.0,14841.0,Grange E,268075006
2465,2551,14842.0,14842.0,Grange E,268075009
2466,2552,14848.0,14848.0,Swords-Forrest,267132004
2467,2553,14849.0,14849.0,Baldoyle,267004002
2468,2554,14850.0,14850.0,Swords Village,267135006
2469,2555,14851.0,14851.0,Swords Village,267135010
2470,2556,14852.0,14852.0,Howth,267095009
2471,2557,14853.0,14853.0,Howth,267095017
2472,2558,14854.0,14854.0,Swords Village,267135003
2473,2559,14858.0,14858.0,Swords-Forrest,267132042
2474,2560,14859.0,14859.0,Swords-Forrest,267132005
2475,2561,14860.0,14860.0,Swords-Lissenhall,267133007
2476,2562,14861.0,14861.0,Malahide West,267106022
2478,2564,14862.0,14862.0,Swords-Seatown,267134003
2479,2565,14863.0,14863.0,Malahide West,267106007
2480,2566,14869.0,14869.0,Swords-Lissenhall,267133021
2481,2567,14870.0,14870.0,Swords-Lissenhall,267133019
2482,2568,14871.0,14871.0,Malahide West,267106006
2483,2569,14872.0,14872.0,Sutton,267130003
2484,2570,14873.0,14873.0,Swords-Seatown,267134024
2486,2572,14874.0,14874.0,Malahide West,267106018
2487,2573,14875.0,14875.0,Malahide West,267106019
2489,2575,14876.0,14876.0,Malahide West,267106014
2490,2576,14879.0,14879.0,Raheny-Greendale,268125005
2491,2577,14880.0,14880.0,Raheny-Greendale,268125004
2492,2578,14881.0,14881.0,Grange C,268073004
2493,2579,14882.0,14882.0,Baldoyle,267004004
2494,2580,14883.0,14883.0,Sutton,267130018
2495,2581,14884.0,14884.0,Baldoyle,267004017
2496,2582,14888.0,14888.0,Malahide West,267106004
2497,2583,14889.0,14889.0,Malahide West,267106002
2498,2584,14893.0,14893.0,Baldoyle,267004018
2499,2585,14894.0,14894.0,Swords-Lissenhall,267133026/01
2500,2586,14896.0,14896.0,Swords Village,267135004
2501,2587,14897.0,14897.0,Swords-Lissenhall,267133026/02
2502,2588,14898.0,14898.0,Swords-Forrest,267132032
2503,2589,14899.0,14899.0,Kinsaley,267099018
2504,2590,14900.0,14900.0,Kinsaley,267099011
2505,2591,14901.0,14901.0,Malahide East,267105025
2507,2593,14902.0,14902.0,Malahide East,267105027/267105028
2509,2595,14903.0,14903.0,Portmarnock South,267111007
2510,2596,14904.0,14904.0,Portmarnock South,267111003
2511,2597,14905.0,14905.0,Howth,267095015
2512,2598,14906.0,14906.0,Kinsaley,267099009
2513,2599,14907.0,14907.0,Malahide West,267106010
2514,2600,14908.0,14908.0,Malahide West,267106021
2516,2602,14909.0,14909.0,Howth,267095026
2517,2603,14910.0,14910.0,Kinsaley,267099033
2518,2604,14911.0,14911.0,Grange A,268071007
2519,2605,14912.0,14912.0,Grange C,268073002
2520,2606,14913.0,14913.0,Grange C,268073008
2521,2607,14914.0,14914.0,Kinsaley,267099014
2522,2608,14915.0,14915.0,Kinsaley,267099001
2523,2609,14916.0,14916.0,Portmarnock South,267111010
2524,2610,14917.0,14917.0,Portmarnock South,267111006
2525,2611,14918.0,14918.0,Kinsaley,267099024
2526,2612,14919.0,14919.0,Kinsaley,267099017
2527,2613,14920.0,14920.0,Priorswood D,268120005
2528,2614,14921.0,14921.0,Swords-Seatown,267134013
2529,2615,14922.0,14922.0,Swords-Seatown,267134015
2530,2616,14927.0,14927.0,Priorswood D,268120004
2531,2617,14928.0,14928.0,Priorswood D,268120002
2532,2618,14929.0,14929.0,Priorswood D,268120007
2533,2619,14930.0,14930.0,Priorswood B,268122004
2534,2620,14931.0,14931.0,Priorswood B,268122002
2535,2621,14932.0,14932.0,Priorswood C,268119009
2536,2622,14933.0,14933.0,Sutton,267130020
2537,2623,14935.0,14935.0,Baldoyle,267004015
2538,2624,14936.0,14936.0,Swords-Lissenhall,267133032
2539,2625,14937.0,14937.0,Swords Village,267135005
2540,2626,14938.0,14938.0,Donabate,267065024
2541,2627,14939.0,14939.0,Lusk,267104011
2542,2628,14941.0,14941.0,Lusk,267104022
2543,2629,14942.0,14942.0,Lusk,267104010/02
2544,2630,14943.0,14943.0,Balbriggan Urban,267003023
2545,2631,14944.0,14944.0,Lusk,267104018
2546,2632,14945.0,14945.0,Lusk,267104016
2547,2633,14946.0,14946.0,Lusk,267104026
2548,2634,14960.0,14960.0,Rush,267118025
2549,2635,14961.0,14961.0,Raheny-Foxfield,268124003
2550,2636,14962.0,14962.0,Raheny-Greendale,268125002
2551,2637,14963.0,14963.0,Grange C,268073003
2552,2638,14973.0,14973.0,Swords-Seatown,267134014
2553,2639,14974.0,14974.0,Malahide West,267106012
2554,2640,14975.0,14975.0,Donabate,267065005
2555,2641,14976.0,14976.0,Rush,267118020
2556,2642,14977.0,14977.0,Balbriggan Rural,267002022
2557,2643,14978.0,14978.0,Donabate,267065004
2558,2644,14979.0,14979.0,Donabate,267065016
2559,2645,14984.0,14984.0,Swords-Forrest,267132028
2560,2646,14985.0,14985.0,Swords Village,267135009
2561,2647,14986.0,14986.0,Balbriggan Rural,267002021
2562,2648,14989.0,14989.0,Rush,267118014
2563,2649,14990.0,14990.0,Balbriggan Rural,267002045
2564,2650,14991.0,14991.0,Balbriggan Urban,267003014
2566,2652,14994.0,14994.0,Rush,267118026
2567,2653,14995.0,14995.0,Rush,267118011
2569,2655,14996.0,14996.0,Swords-Lissenhall,267133030
2570,2656,14997.0,14997.0,Malahide West,267106003
2571,2657,14998.0,14998.0,Swords-Seatown,267134019
2572,2658,14999.0,14999.0,Rush,267118008
2573,2659,15028.0,15028.0,Tallaght-Kingswood,267144012
2574,2660,15029.0,15029.0,Tallaght-Kilnamanagh,267142006
2575,2661,15030.0,15030.0,Clondalkin-Ballymount,267047004
2576,2662,15031.0,15031.0,Rathfarnham-St. Enda's,267116007
2577,2663,15050.0,15050.0,Clondalkin-Dunawley,267049011
2578,2664,15051.0,15051.0,Clondalkin-Monastery,267050005
2579,2665,15065.0,15065.0,Clondalkin-Monastery,267050004
2580,2666,15066.0,15066.0,Clondalkin-Monastery,267050003
2581,2667,15067.0,15067.0,Lucan-Esker,267100029
2582,2668,15068.0,15068.0,Tallaght-Jobstown,267140024
2583,2669,15069.0,15069.0,Tallaght-Jobstown,267140007
2584,2670,15082.0,15082.0,Tallaght-Jobstown,267140016
2585,2671,15083.0,15083.0,Tallaght-Jobstown,267140010
2586,2672,15084.0,15084.0,Tallaght-Avonbeg,267136006
2587,2673,15085.0,15085.0,Tallaght-Avonbeg,267136007
2588,2674,15086.0,15086.0,Firhouse Village,267084030
2589,2675,15102.0,15102.0,Firhouse Village,267084031
2590,2676,15103.0,15103.0,Ballyboden,267013004
2591,2677,15104.0,15104.0,Ballyboden,267013015
2592,2678,15105.0,15105.0,Crumlin F,268056008
2593,2679,15118.0,15118.0,Crumlin F,268056002
2594,2680,15119.0,15119.0,Crumlin F,268056009
2595,2681,15120.0,15120.0,Cherry Orchard C,268040004
2596,2682,15121.0,15121.0,Tallaght-Belgard,267137005
2597,2683,15151.0,15151.0,Lucan-Esker,267100046
2598,2684,15152.0,15152.0,Lucan-Esker,267100048
2599,2685,15153.0,15153.0,Ballyboden,267013007
2600,2686,15154.0,15154.0,Ballyboden,267013008
2601,2687,15165.0,15165.0,Firhouse-Knocklyon,267086002
2602,2688,15166.0,15166.0,Firhouse-Knocklyon,267086003
2603,2689,15167.0,15167.0,Terenure-Greentrees,267156010
2604,2690,15168.0,15168.0,Tallaght-Kingswood,267144005
2605,2691,15169.0,15169.0,Tallaght-Kingswood,267144014
2606,2692,15550.0,15550.0,Lucan-Esker,267100079
2607,2693,15551.0,15551.0,Clondalkin-Cappaghmore,267048008
2608,2694,15556.0,15556.0,Clondalkin-Moorfield,267051017
2609,2695,15557.0,15557.0,Pembroke West B,268116001
2610,2696,15558.0,15558.0,Pembroke West C,268117013
2611,2697,15559.0,15559.0,Pembroke East D,268113002
2612,2698,15560.0,15560.0,Pembroke East D,268113005
2613,2699,15561.0,15561.0,Rathmines East B,268129024
2614,2700,15562.0,15562.0,South Dock,268143011
2615,2701,15567.0,15567.0,Clondalkin-Moorfield,267051013
2616,2702,15570.0,15570.0,Clondalkin-Moorfield,267051015
2617,2703,15571.0,15571.0,Clondalkin-Moorfield,267051014/02
2618,2704,15579.0,15579.0,Dundrum-Kilmacud,267079004
2619,2705,15582.0,15582.0,Clondalkin Village,267053013
2620,2706,15583.0,15583.0,Tallaght-Kingswood,267144001
2621,2707,15584.0,15584.0,Tallaght-Millbrook,267145002
2622,2708,15585.0,15585.0,Tallaght-Millbrook,267145012
2623,2709,15593.0,15593.0,Dundrum-Kilmacud,267079003
2624,2710,15594.0,15594.0,Dundrum-Kilmacud,267079010
2625,2711,15595.0,15595.0,Churchtown-Woodlawn,267046005
2626,2712,15596.0,15596.0,Clonskeagh-Windy Arbour,267059004
2627,2713,15597.0,15597.0,Dún Laoghaire-Sallynoggin South,267073003
2628,2714,15598.0,15598.0,Firhouse Village,267084029
2629,2715,15599.0,15599.0,Firhouse Village,267084023
2630,2716,15600.0,15600.0,Tallaght-Millbrook,267145004
2631,2717,15611.0,15611.0,Dalkey Upper,267061002
2632,2718,15612.0,15612.0,Inchicore A,268078006
2633,2719,15613.0,15613.0,Inchicore A,268078011
2634,2720,15619.0,15619.0,Clondalkin-Moorfield,267051012
2635,2721,15620.0,15620.0,Clondalkin-Cappaghmore,267048007
2636,2722,15624.0,15624.0,Tallaght-Oldbawn,267146003
2637,2723,15625.0,15625.0,Tallaght-Springfield,267147012
2638,2724,15626.0,15626.0,Blackrock-Seapoint,267018004
2640,2726,15627.0,15627.0,Blackrock-Seapoint,267018006
2641,2727,15628.0,15628.0,Rathfarnham,268127017
2642,2728,15629.0,15629.0,Rathmines West D,268135001
2643,2729,15630.0,15630.0,Rathmines East A,268128024
2644,2730,15633.0,15633.0,Clondalkin Village,267053004
2645,2731,15634.0,15634.0,Clondalkin Village,267053030
2646,2732,15635.0,15635.0,Clondalkin Village,267053029
2647,2733,15636.0,15636.0,Clondalkin-Monastery,267050018
2648,2734,15637.0,15637.0,Clondalkin-Rowlagh,267052006
2649,2735,15640.0,15640.0,Tallaght-Springfield,267147013
2650,2736,15641.0,15641.0,Tallaght-Springfield,267147029
2651,2737,15642.0,15642.0,Tallaght-Oldbawn,267146014
2652,2738,15643.0,15643.0,Tallaght-Oldbawn,267146007
2653,2739,15645.0,15645.0,Rathmines East B,268129016
2654,2740,15646.0,15646.0,Rathmines East B,268129001
2655,2741,15647.0,15647.0,Rathmines East B,268129002
2656,2742,15648.0,15648.0,Rathmines West C,268134011
2657,2743,15649.0,15649.0,Clondalkin-Monastery,267050012
2658,2744,15650.0,15650.0,Templeogue-Orwell,267152006
2659,2745,15651.0,15651.0,Templeogue-Cypress,267149009
2660,2746,15652.0,15652.0,Templeogue-Cypress,267149008
2661,2747,15661.0,15661.0,Rathmines West F,268137003
2662,2748,15662.0,15662.0,Rathmines West A,268132024
2663,2749,15663.0,15663.0,Rathmines West F,268137011
2664,2750,15664.0,15664.0,Rathmines West F,268137015
2665,2751,15665.0,15665.0,Rathmines West F,268137012
2666,2752,15666.0,15666.0,Rathmines West F,268137013
2667,2753,15667.0,15667.0,Cherry Orchard C,268040012
2668,2754,15681.0,15681.0,Rathmines East C,268130013
2669,2755,15682.0,15682.0,Rathmines East C,268130012
2670,2756,15683.0,15683.0,Clonskeagh-Milltown,267055005
2671,2757,15692.0,15692.0,Clondalkin-Rowlagh,267052008
2672,2758,15698.0,15698.0,Tallaght-Oldbawn,267146009
2673,2759,15699.0,15699.0,Rathmines East A,268128006
2674,2760,15700.0,15700.0,Rathmines East D,268131001
2675,2761,15701.0,15701.0,Rathmines East B,268129015
2676,2762,15702.0,15702.0,St. Kevin's,268142007
2677,2763,15703.0,15703.0,Lucan-Esker,267100016
2678,2764,15704.0,15704.0,Lucan-Esker,267100030
2679,2765,15705.0,15705.0,Lucan-Esker,267100045
2680,2766,15706.0,15706.0,Clondalkin-Rowlagh,267052010
2681,2767,15707.0,15707.0,Clondalkin-Rowlagh,267052011
2682,2768,15709.0,15709.0,Tallaght-Oldbawn,267146011
2683,2769,15710.0,15710.0,Tallaght-Oldbawn,267146010
2684,2770,15711.0,15711.0,Tallaght-Millbrook,267145009
2685,2771,15714.0,15714.0,Tallaght-Kingswood,267144004
2686,2772,15715.0,15715.0,Terenure-St. James,267157007
2687,2773,15716.0,15716.0,Terenure-St. James,267157005
2688,2774,15718.0,15718.0,Cherry Orchard C,268040008
2689,2775,15719.0,15719.0,Cherry Orchard C,268040010
2690,2776,15720.0,15720.0,Cherry Orchard C,268040009
2691,2777,15721.0,15721.0,Carna,268039004
2692,2778,15754.0,15754.0,Clondalkin-Moorfield,267051018
2693,2779,15763.0,15763.0,Clondalkin-Cappaghmore,267048002
2694,2780,15764.0,15764.0,Clondalkin-Cappaghmore,267048006
2695,2781,15765.0,15765.0,Lucan-Esker,267100067
2696,2782,15766.0,15766.0,Clondalkin-Moorfield,267051008
2697,2783,15767.0,15767.0,Clondalkin-Moorfield,267051010
2698,2784,15769.0,15769.0,Tallaght-Millbrook,267145010
2699,2785,15770.0,15770.0,Tallaght-Oldbawn,267146008
2700,2786,15772.0,15772.0,Firhouse-Ballycullen,267085022
2701,2787,15773.0,15773.0,Firhouse-Ballycullen,267085019
2702,2788,15774.0,15774.0,Firhouse-Ballycullen,267085018
2703,2789,15775.0,15775.0,Templeogue-Osprey,267153008
2704,2790,15776.0,15776.0,Templeogue-Orwell,267152005
2705,2791,15793.0,15793.0,Tallaght-Millbrook,267145003
2706,2792,15794.0,15794.0,Tallaght-Springfield,267147019
2707,2793,15795.0,15795.0,Tallaght-Springfield,267147008/01
2708,2794,15796.0,15796.0,Tallaght-Springfield,267147009
2709,2795,15797.0,15797.0,Terenure D,268147003
2710,2796,15798.0,15798.0,Terenure B,268145008
2711,2797,15799.0,15799.0,Terenure B,268145009
2712,2798,15800.0,15800.0,Inchicore A,268078007
2713,2803,15805.0,15805.0,Inchicore B,268079005
2714,2804,15806.0,15806.0,Clondalkin-Monastery,267050026
2715,2805,15807.0,15807.0,Cherry Orchard A,268038004
2716,2806,15808.0,15808.0,Cherry Orchard A,268038005
2717,2807,15809.0,15809.0,Cherry Orchard C,268040002
2718,2808,15810.0,15810.0,Clondalkin-Monastery,267050033
2719,2809,15811.0,15811.0,Terenure-Cherryfield,267155009
2720,2810,15817.0,15817.0,Lucan-Esker,267100021
2721,2811,15818.0,15818.0,Lucan-Esker,267100020
2722,2812,15819.0,15819.0,Lucan-Esker,267100049
2723,2813,15820.0,15820.0,Lucan-Esker,267100041
2724,2814,15821.0,15821.0,Lucan-Esker,267100044
2725,2815,15822.0,15822.0,Cherry Orchard C,268040011
2726,2816,15823.0,15823.0,Tallaght-Jobstown,267140022
2727,2817,15824.0,15824.0,Tallaght-Jobstown,267140021
2728,2818,15825.0,15825.0,Tallaght-Jobstown,267140015
2729,2819,15829.0,15829.0,Tallaght-Springfield,267147023
2730,2820,15830.0,15830.0,Tallaght-Springfield,267147025/01
2731,2821,15831.0,15831.0,Tallaght-Springfield,267147024
2732,2822,15832.0,15832.0,Lucan-Esker,267100028
2733,2823,15833.0,15833.0,Firhouse Village,267084033
2734,2824,15834.0,15834.0,Firhouse Village,267084034
2735,2825,15835.0,15835.0,Firhouse-Knocklyon,267086006
2736,2826,15836.0,15836.0,Firhouse-Knocklyon,267086013
2737,2827,15837.0,15837.0,Firhouse Village,267084037
2738,2828,15838.0,15838.0,Firhouse Village,267084035
2739,2829,15839.0,15839.0,Tallaght-Avonbeg,267136001
2740,2830,15840.0,15840.0,Tallaght-Glenview,267139004
2741,2831,15841.0,15841.0,Tallaght-Glenview,267139005
2742,2832,15842.0,15842.0,Tallaght-Jobstown,267140006
2743,2833,15848.0,15848.0,Edmondstown,267083014
2744,2834,15849.0,15849.0,Inchicore A,268078012
2745,2835,15850.0,15850.0,Decies,268057003
2746,2836,15851.0,15851.0,Decies,268057002
2747,2837,15852.0,15852.0,Decies,268057008
2748,2838,15853.0,15853.0,Crumlin A,268051002
2749,2839,15854.0,15854.0,Inchicore B,268079004
2750,2840,15855.0,15855.0,Crumlin A,268051005
2751,2841,15856.0,15856.0,Templeogue-Osprey,267153007
2752,2842,15857.0,15857.0,Templeogue-Osprey,267153005
2753,2843,15858.0,15858.0,Templeogue-Osprey,267153006
2754,2844,15860.0,15860.0,Tallaght-Tymon,267148007
2755,2845,15861.0,15861.0,Tallaght-Tymon,267148015
2756,2846,15862.0,15862.0,Tallaght-Tymon,267148009
2757,2847,15863.0,15863.0,Tallaght-Tymon,267148014
2758,2848,15864.0,15864.0,Tallaght-Tymon,267148010
2759,2849,15869.0,15869.0,Decies,268057006
2760,2850,15875.0,15875.0,Tallaght-Belgard,267137003
2761,2851,15876.0,15876.0,Templeogue-Limekiln,267151004
2762,2852,15877.0,15877.0,Templeogue-Limekiln,267151010
2763,2853,15878.0,15878.0,Terenure-St. James,267157002
2764,2854,15879.0,15879.0,Terenure-St. James,267157008
2765,2855,15883.0,15883.0,Walkinstown A,268154001
2766,2856,15885.0,15885.0,Lucan-Esker,267100042
2767,2857,15886.0,15886.0,Lucan-Esker,267100043
2768,2858,15890.0,15890.0,Firhouse-Ballycullen,267085002
2769,2859,15891.0,15891.0,Firhouse-Ballycullen,267085001
2770,2860,15892.0,15892.0,Firhouse-Ballycullen,267085006
2771,2861,15893.0,15893.0,Firhouse-Ballycullen,267085004
2772,2862,15894.0,15894.0,Firhouse-Ballycullen,267085003
2773,2863,15895.0,15895.0,Edmondstown,267083003
2774,2864,15896.0,15896.0,Walkinstown A,268154002
2775,2865,15897.0,15897.0,Walkinstown A,268154005
2776,2866,15898.0,15898.0,Tallaght-Springfield,267147018
2777,2867,15899.0,15899.0,Tallaght-Springfield,267147025/03
2778,2868,15902.0,15902.0,Lucan-Esker,267100035
2779,2869,15903.0,15903.0,Lucan-Esker,267100080
2780,2870,15904.0,15904.0,Edmondstown,267083015
2781,2871,15905.0,15905.0,Edmondstown,267083013
2782,2872,15906.0,15906.0,Edmondstown,267083009
2783,2873,15908.0,15908.0,Rathfarnham-St. Enda's,267116003
2784,2874,15909.0,15909.0,Edmondstown,267083007
2785,2875,15910.0,15910.0,Ballyboden,267013002
2786,2876,15911.0,15911.0,Edmondstown,267083006
2787,2877,15919.0,15919.0,Clondalkin-Ballymount,267047005
2788,2878,15920.0,15920.0,Tallaght-Kilnamanagh,267142011
2789,2879,15921.0,15921.0,Clondalkin-Ballymount,267047002
2790,2880,15922.0,15922.0,Tallaght-Tymon,267148016
2791,2881,15923.0,15923.0,Tallaght-Tymon,267148018
2792,2882,15924.0,15924.0,Rathfarnham-Hermitage,267115001
2793,2883,15925.0,15925.0,Ballinteer-Marley,267010005
2794,2884,15926.0,15926.0,Templeogue-Limekiln,267151003
2795,2885,15927.0,15927.0,Templeogue-Limekiln,267151012
2796,2886,15928.0,15928.0,Ballinteer-Marley,267010007
2797,2887,15929.0,15929.0,Rathfarnham-St. Enda's,267116014
2798,2888,15930.0,15930.0,Rathfarnham-St. Enda's,267116001
2799,2889,15931.0,15931.0,Rathfarnham-Butterfield,267114005
2800,2890,15939.0,15939.0,Churchtown-Nutgrove,267044003
2801,2891,15940.0,15940.0,Churchtown-Nutgrove,267044001
2802,2892,15941.0,15941.0,Tallaght-Fettercairn,267138012
2803,2893,15942.0,15942.0,Templeogue-Cypress,267149002
2804,2894,15943.0,15943.0,Templeogue-Cypress,267149001
2805,2895,15944.0,15944.0,Templeogue-Cypress,267149004
2806,2896,15945.0,15945.0,Templeogue-Cypress,267149007
2807,2897,15949.0,15949.0,Lucan-Esker,267100077
2808,2898,15950.0,15950.0,Clondalkin Village,267053019
2809,2899,15951.0,15951.0,Tallaght-Fettercairn,267138011
2810,2900,15952.0,15952.0,Tallaght-Springfield,267147015
2811,2901,15953.0,15953.0,Tallaght-Springfield,267147017
2812,2902,15955.0,15955.0,Lucan-St. Helen's,267103014
2813,2903,15956.0,15956.0,Lucan-Esker,267100001
2814,2904,15957.0,15957.0,Lucan-Esker,267100002
2815,2905,15958.0,15958.0,Lucan-St. Helen's,267103019
2816,2906,15959.0,15959.0,Lucan-Esker,267100053
2817,2907,15960.0,15960.0,Lucan-Esker,267100076
2818,2908,15961.0,15961.0,Lucan-Esker,267100082
2819,2909,15962.0,15962.0,Lucan-Esker,267100039
2820,2910,15963.0,15963.0,Lucan-Esker,267100037
2821,2911,15964.0,15964.0,Clondalkin-Dunawley,267049020
2822,2912,15965.0,15965.0,Templeogue-Kimmage Manor,267150009
2823,2913,15966.0,15966.0,Terenure C,268146002
2824,2914,15967.0,15967.0,Rathfarnham-Butterfield,267114013
2825,2915,15972.0,15972.0,Rathfarnham-Butterfield,267114007
2826,2916,15973.0,15973.0,Templeogue-Orwell,267152008
2827,2917,15974.0,15974.0,Templeogue-Osprey,267153002
2828,2918,15975.0,15975.0,Templeogue-Limekiln,267151001
2829,2919,15976.0,15976.0,Templeogue-Kimmage Manor,267150002
2830,2920,15977.0,15977.0,Decies,268057005
2831,2921,15978.0,15978.0,Terenure-Greentrees,267156002
2832,2922,15979.0,15979.0,Templeogue-Kimmage Manor,267150008
2833,2923,15980.0,15980.0,Templeogue-Kimmage Manor,267150004
2834,2924,15981.0,15981.0,Walkinstown A,268154004
2835,2925,15982.0,15982.0,Walkinstown B,268155005
2836,2926,15983.0,15983.0,Rathfarnham-Hermitage,267115010
2837,2927,15984.0,15984.0,Rathfarnham-Hermitage,267115003
2838,2928,15985.0,15985.0,Rathfarnham-Hermitage,267115004
2839,2929,15986.0,15986.0,Rathfarnham-Hermitage,267115014
2840,2930,15987.0,15987.0,Rathfarnham,268127007
2841,2931,15988.0,15988.0,Rathfarnham-St. Enda's,267116013
2842,2932,15989.0,15989.0,Rathfarnham-St. Enda's,267116015
2843,2933,15990.0,15990.0,Templeogue Village,267154007
2844,2934,15991.0,15991.0,Carna,268039008
2845,2935,15992.0,15992.0,Drumfinn,268061003
2846,2936,15993.0,15993.0,Templeogue-Cypress,267149003
2847,2937,15994.0,15994.0,Rathfarnham Village,267117001
2848,2938,15995.0,15995.0,Rathfarnham Village,267117003
2849,2939,15996.0,15996.0,Rathfarnham Village,267117008
2850,2940,15997.0,15997.0,Rathfarnham-St. Enda's,267116009
2851,2941,15998.0,15998.0,Rathfarnham-Hermitage,267115002
2852,2942,15999.0,15999.0,Rathfarnham-Hermitage,267115012
2853,2943,16000.0,16000.0,Rathfarnham Village,267117004
2854,2944,16004.0,16004.0,Clondalkin Village,267053008
2855,2945,16005.0,16005.0,Clondalkin-Monastery,267050013
2856,2946,16006.0,16006.0,Clondalkin-Monastery,267050022
2857,2947,16007.0,16007.0,Clondalkin-Monastery,267050020
2858,2948,16008.0,16008.0,Clondalkin-Monastery,267050031
2859,2949,16009.0,16009.0,Clondalkin-Monastery,267050028
2860,2950,16010.0,16010.0,Clondalkin-Dunawley,267049025
2861,2951,16011.0,16011.0,Clondalkin-Dunawley,267049032
2862,2952,16012.0,16012.0,Clondalkin-Dunawley,267049033
2863,2953,16013.0,16013.0,Clondalkin-Dunawley,267049034
2864,2954,16018.0,16018.0,Clondalkin Village,267053011
2865,2955,16019.0,16019.0,Clondalkin Village,267053026
2866,2956,16020.0,16020.0,Lucan-Esker,267100019
2867,2957,16023.0,16023.0,Clondalkin-Dunawley,267049015
2868,2958,16026.0,16026.0,Clondalkin Village,267053018
2869,2959,16027.0,16027.0,Lucan-Esker,267100022
2870,2960,16028.0,16028.0,Crumlin F,268056007
2871,2961,16029.0,16029.0,Inchicore A,268078010
2872,2962,16030.0,16030.0,Inchicore A,268078005
2873,2963,16031.0,16031.0,Inchicore A,268078003
2874,2964,16036.0,16036.0,Drumfinn,268061013
2875,2965,16037.0,16037.0,Drumfinn,268061002
2876,2966,16038.0,16038.0,Chapelizod,268037006
2877,2967,16039.0,16039.0,Kilmainham A,268083005
2878,2968,16040.0,16040.0,Walkinstown B,268155007
2879,2969,16041.0,16041.0,Crumlin F,268056006
2880,2970,16042.0,16042.0,Firhouse-Ballycullen,267085015
2881,2971,16043.0,16043.0,Firhouse-Ballycullen,267085021
2882,2972,16044.0,16044.0,Rathfarnham Village,267117009
2883,2973,16045.0,16045.0,Rathfarnham,268127008
2884,2974,16046.0,16046.0,Clondalkin-Monastery,267050023
2885,2975,16047.0,16047.0,Clondalkin-Monastery,267050010
2886,2976,16048.0,16048.0,Inchicore B,268079006
2887,2977,16050.0,16050.0,Drumfinn,268061008
2888,2978,16051.0,16051.0,Drumfinn,268061001
2889,2979,16052.0,16052.0,Inchicore B,268079003
2890,2980,16053.0,16053.0,Kilmainham A,268083009
2891,2981,16054.0,16054.0,Tallaght-Millbrook,267145008
2892,2982,16058.0,16058.0,Edmondstown,267083005
2893,2983,16059.0,16059.0,Edmondstown,267083018
2894,2984,16060.0,16060.0,Rathcoole,267112007
2895,2985,16061.0,16061.0,Rathcoole,267112012
2896,2986,16062.0,16062.0,Saggart,267119008
2897,2987,16063.0,16063.0,Saggart,267119009
2898,2988,16064.0,16064.0,Newcastle,267107011
2899,2989,16065.0,16065.0,Newcastle,267107006/267107007
2900,2990,16066.0,16066.0,Saggart,267119012
2901,2991,16067.0,16067.0,Tallaght-Jobstown,267140003
2902,2992,16068.0,16068.0,Tallaght-Jobstown,267140020
2903,2993,16069.0,16069.0,Tallaght-Jobstown,267140004
2904,2994,16070.0,16070.0,Tallaght-Jobstown,267140053
2905,2995,16071.0,16071.0,Tallaght-Jobstown,267140055/02
2906,2996,16072.0,16072.0,Tallaght-Jobstown,267140044
2907,2997,16073.0,16073.0,Saggart,267119010
2908,2998,16074.0,16074.0,Tallaght-Fettercairn,267138014
2909,2999,16075.0,16075.0,Tallaght-Jobstown,267140033
2910,3000,16076.0,16076.0,Clondalkin Village,267053009
2911,3001,16077.0,16077.0,Clondalkin Village,267053010
2912,3002,16078.0,16078.0,Tallaght-Jobstown,267140034
2913,3003,16079.0,16079.0,Tallaght-Jobstown,267140051
2914,3004,16080.0,16080.0,Tallaght-Jobstown,267140029
2915,3005,16081.0,16081.0,Tallaght-Jobstown,267140050
2916,3006,16082.0,16082.0,Tallaght-Jobstown,267140042
2917,3007,16083.0,16083.0,Tallaght-Jobstown,267140030
2918,3008,16084.0,16084.0,Tallaght-Jobstown,267140031
2919,3009,16085.0,16085.0,Clondalkin-Dunawley,267049003
2920,3010,16086.0,16086.0,Clondalkin-Dunawley,267049005
2921,3011,16088.0,16088.0,Arran Quay E,268005010
2922,3012,16089.0,16089.0,Dubber,267066015
2923,3013,16090.0,16090.0,Dubber,267066021
2924,3014,16091.0,16091.0,Dubber,267066002
2925,3015,16092.0,16092.0,Lucan-St. Helen's,267103017
2926,3016,16093.0,16093.0,Lucan-St. Helen's,267103012/02
2927,3017,16094.0,16094.0,Lucan-St. Helen's,267103018
2928,3018,16097.0,16097.0,Clonskeagh-Belfield,267056007/02
2929,3019,16101.0,16101.0,Dún Laoghaire-Mount Town,267071002
2930,3020,16104.0,16104.0,Blackrock-Booterstown,267019009
2931,3021,16105.0,16105.0,Clondalkin-Dunawley,267049023
2932,3022,16106.0,16106.0,Clondalkin Village,267053006
